"Designator","Mid X","Mid Y","Layer","Rotation"
"J2","139mm","-100mm","bottom","270.0"
"D1","137mm","-66mm","bottom","180.0"
"R1","144mm","-66mm","bottom","0.0"
"L1","141mm","-72mm","bottom","180.0"
"L2","141mm","-128mm","bottom","180.0"
